Date,Store,Dept,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
2036-04-03,46,18,58891.57,15.74,4.77,259.14,4.95,0
2036-04-04,24,12,47152.98,21.97,4.95,264.91,11.56,0
2036-04-05,8,8,73402.53,24.47,2.62,287.72,7.16,0
2036-04-06,30,2,67419.13,30.82,2.46,223.82,10.31,0
2036-04-07,44,2,54480.4,31.67,3.06,289.01,8.18,0
2036-04-08,10,5,75113.22,20.75,3.39,239.17,10.41,0
2036-04-09,23,1,54644.97,3.03,4.42,292.18,9.61,0
2036-04-10,49,4,50993.54,22.31,4.32,241.13,5.52,0
2036-04-11,11,6,72052.48,19.1,4.77,210.4,11.92,0
2036-04-12,2,13,29011.86,8.62,4.57,205.21,7.41,0
2036-04-13,26,19,52517.72,0.41,3.32,296.73,8.26,0
2036-04-14,36,11,55297.4,12.64,2.06,212.13,7.86,0
2036-04-15,33,13,46660.72,10.38,2.71,254.12,10.97,0
2036-04-16,47,8,38817.27,19.32,3.83,252.7,5.52,0
2036-04-17,13,7,48921.46,30.46,3.5,240.14,3.56,0
2036-04-18,40,13,27345.24,17.56,2.72,241.8,6.85,0
2036-04-19,25,1,73301.19,38.06,2.39,247.57,11.26,0
2036-04-20,4,6,74051.21,8.85,2.65,209.95,6.95,0
2036-04-21,42,7,51099.66,8.84,2.78,279.09,5.5,0
2036-04-22,19,16,45335.41,24.18,4.6,237.71,8.57,0
2036-04-23,18,15,27844.11,35.85,4.13,224.45,9.64,0
2036-04-24,37,2,40193.27,26.87,3.66,231.83,7.16,0
2036-04-25,30,16,72243.43,26.95,2.06,261.19,6.42,0
2036-04-26,19,17,50121.76,32.25,4.46,277.51,6.28,0
2036-04-27,23,15,42293.38,26.75,3.66,215.34,6.79,0
2036-04-28,16,3,50697.68,30.37,3.88,259.26,10.58,0
2036-04-29,1,4,41909.13,34.65,2.2,242.24,7.34,0
2036-04-30,12,12,26351.88,0.32,4.44,286.2,5.83,0
2036-05-01,24,5,45403.41,35.42,4.5,294.93,4.64,1
2036-05-02,34,17,34323.87,8.61,4.65,267.85,5.54,0
2036-05-03,8,6,56420.13,36.48,3.58,258.98,7.16,1
2036-05-04,18,10,63924.11,10.65,3.18,278.04,7.93,0
2036-05-05,48,18,39318.86,18.21,2.22,249.58,8.59,0
2036-05-06,5,10,52919.96,37.36,2.58,205.54,3.64,0
2036-05-07,26,6,49765.84,4.39,2.68,270.11,8.52,0
2036-05-08,30,6,38945.17,29.81,2.19,258.04,6.17,0
2036-05-09,13,15,15835.77,15.7,2.46,215.14,5.31,0
2036-05-10,19,4,34630.5,0.96,4.66,221.3,5.98,1
2036-05-11,29,16,38358.5,37.57,3.64,223.07,10.06,0
2036-05-12,3,8,52149.47,4.71,4.29,273.24,10.23,1
2036-05-13,26,7,53647.85,30.97,2.83,251.84,3.93,0
2036-05-14,40,19,68623.08,15.37,2.4,204.79,7.45,0
2036-05-15,12,17,34499.3,32.42,3.12,283.8,7.77,0
2036-05-16,2,13,37702.36,30.01,4.38,264.5,3.27,0
2036-05-17,11,15,40327.88,25.33,2.89,273.32,9.45,0
2036-05-18,44,2,47142.73,37.57,2.61,293.74,6.3,0
2036-05-19,28,10,53293.45,3.96,2.07,226.02,6.76,0
2036-05-20,18,13,56452.59,31.94,3.87,258.96,8.49,0
2036-05-21,13,18,21765.04,26.83,3.31,276.01,7.22,0
2036-05-22,37,11,67924.97,12.59,2.78,251.28,9.73,0
2036-05-23,22,13,57043.24,21.84,3.56,248.61,8.36,0
2036-05-24,12,19,63240.7,25.79,4.1,292.87,5.03,0
2036-05-25,2,5,14166.6,29.45,2.74,224.36,10.83,0
2036-05-26,37,3,62478.47,7.48,3.83,265.29,4.94,0
2036-05-27,7,19,35074.03,4.08,2.78,297.03,9.42,0
2036-05-28,26,13,43239.14,4.08,4.96,222.0,10.13,0
2036-05-29,26,5,71510.09,11.75,4.2,246.24,9.19,0
2036-05-30,24,12,59863.93,6.17,3.81,297.54,6.8,0
2036-05-31,12,14,39849.68,21.43,2.52,203.59,10.9,0
2036-06-01,16,6,61942.87,17.48,3.76,262.99,5.95,1
2036-06-02,23,9,55412.08,35.72,4.4,240.45,9.18,0
2036-06-03,40,17,43889.61,28.7,4.21,277.11,10.9,1
2036-06-04,9,8,57136.82,8.23,4.33,232.32,4.4,0
2036-06-05,32,13,44327.4,1.83,2.95,237.29,8.87,0
2036-06-06,15,5,55803.8,28.37,2.98,251.56,11.11,0
2036-06-07,37,17,55612.61,33.83,3.62,234.59,3.93,0
2036-06-08,13,3,57551.5,28.04,2.84,225.96,4.31,0
2036-06-09,5,6,78865.04,25.75,2.34,235.53,6.4,0
2036-06-10,11,14,64178.87,9.97,3.38,290.8,11.95,1
2036-06-11,10,15,64999.7,19.78,2.01,234.27,5.02,0
2036-06-12,13,14,42096.45,29.0,4.28,289.94,5.92,0
2036-06-13,41,11,27239.21,7.73,4.25,220.5,10.52,0
2036-06-14,46,11,47184.63,19.06,3.66,267.22,4.18,0
2036-06-15,15,9,42704.29,4.68,4.24,274.5,11.97,0
2036-06-16,42,6,58994.16,21.23,3.87,211.14,9.65,0
2036-06-17,7,15,47035.14,22.94,4.09,254.4,11.63,0
2036-06-18,40,12,69893.36,21.42,2.19,201.31,4.3,0
2036-06-19,28,6,23912.41,18.78,4.64,292.82,5.09,0
2036-06-20,32,1,45809.89,23.5,3.93,252.43,6.34,0
2036-06-21,35,16,55591.88,39.87,3.83,203.68,3.46,0
2036-06-22,15,15,35366.73,24.9,3.16,268.32,3.55,1
2036-06-23,48,2,63575.9,30.1,2.08,288.57,11.13,0
2036-06-24,36,17,63085.55,7.68,4.7,273.75,3.38,0
2036-06-25,21,3,43531.39,21.2,4.96,213.37,9.75,0
2036-06-26,6,3,89733.35,0.3,4.42,253.99,9.46,0
2036-06-27,1,5,33232.88,1.26,4.75,273.31,3.66,0
2036-06-28,4,17,29804.24,12.9,2.36,280.06,4.69,0
2036-06-29,11,17,42886.49,18.66,2.39,201.6,7.09,0
2036-06-30,44,6,52854.38,23.03,4.64,228.37,8.77,0
2036-07-01,26,1,25801.32,35.52,2.17,288.46,11.06,0
2036-07-02,37,7,59288.81,30.87,2.28,225.84,7.74,0
2036-07-03,23,15,86904.4,12.0,4.45,247.25,11.43,0
2036-07-04,29,7,29104.83,29.74,3.67,269.67,4.71,0
2036-07-05,21,19,52946.25,21.98,3.18,298.56,8.61,1
2036-07-06,48,11,64369.29,31.17,3.66,242.59,10.6,0
2036-07-07,45,14,61485.23,16.44,4.64,250.37,5.1,0
2036-07-08,45,13,82376.09,3.68,4.27,255.86,10.1,0
2036-07-09,49,9,42959.36,24.74,4.07,223.42,6.6,0
2036-07-10,27,9,79789.77,22.28,4.93,236.87,12.0,1
2036-07-11,39,16,49096.05,38.14,3.56,243.45,3.82,0
2036-07-12,40,12,42346.7,6.49,2.02,201.93,7.98,0
2036-07-13,13,10,78187.03,26.25,3.29,200.76,10.05,0
2036-07-14,23,6,44484.25,18.96,2.29,222.43,9.09,0
2036-07-15,16,18,66067.33,15.16,2.35,251.22,7.55,0
2036-07-16,30,2,42609.93,31.78,2.76,295.57,7.62,0
2036-07-17,4,9,30889.23,32.43,3.14,297.26,6.65,1
2036-07-18,40,19,30931.23,28.58,3.44,264.72,6.08,0
2036-07-19,16,6,60584.16,3.34,2.51,282.7,8.34,0
2036-07-20,31,2,34041.1,13.8,2.94,290.07,9.74,0
2036-07-21,42,15,46848.69,1.87,2.83,283.91,5.51,1
2036-07-22,25,17,40256.64,13.75,3.1,254.37,11.52,0
2036-07-23,44,16,36818.0,25.92,2.32,270.42,6.28,0
2036-07-24,12,8,38647.02,20.75,3.19,200.36,6.91,0
2036-07-25,26,10,53109.01,28.12,3.66,264.81,6.7,0
2036-07-26,37,10,5331.18,22.06,2.29,242.59,4.0,0
2036-07-27,48,18,62661.17,22.23,3.56,264.47,4.04,0
2036-07-28,33,10,30575.92,20.44,4.27,269.44,10.16,0
2036-07-29,28,9,32488.74,14.57,2.02,209.79,6.43,0
2036-07-30,9,19,28339.92,17.86,2.14,287.45,4.94,1
2036-07-31,12,1,54037.56,4.5,3.4,217.57,9.37,1
2036-08-01,5,4,71958.51,33.38,4.62,201.05,11.64,0
2036-08-02,28,3,47965.38,35.57,4.99,242.97,11.43,0
2036-08-03,35,10,56553.28,30.65,2.28,208.97,9.51,0
2036-08-04,5,12,58082.67,23.34,2.06,295.6,4.72,0
2036-08-05,34,18,61117.96,22.77,2.69,228.38,4.39,0
2036-08-06,46,6,34946.4,18.81,3.4,222.36,10.84,0
2036-08-07,34,2,73901.85,9.25,3.72,226.2,11.67,0
2036-08-08,13,10,44990.57,15.35,4.92,228.34,8.6,0
2036-08-09,39,2,54215.9,39.6,4.67,206.26,11.11,0
2036-08-10,42,9,47750.38,5.83,3.69,254.0,10.33,0
2036-08-11,45,10,43317.84,21.71,3.09,201.8,4.39,0
2036-08-12,48,2,64093.52,34.66,2.96,274.68,5.01,0
2036-08-13,14,8,59526.66,18.12,3.72,276.77,3.61,0
2036-08-14,11,17,17207.41,24.22,4.16,239.97,7.27,1
2036-08-15,42,17,56287.36,33.11,3.44,297.08,5.92,0
2036-08-16,38,4,81464.37,21.9,2.91,278.18,6.83,1
2036-08-17,4,18,52786.03,29.26,3.84,212.31,3.08,1
2036-08-18,33,12,42337.62,13.89,3.67,297.98,9.49,0
2036-08-19,7,17,44248.16,29.32,3.28,284.51,4.81,0
2036-08-20,41,9,41571.12,1.64,4.25,270.4,6.31,0
2036-08-21,8,19,32764.64,6.12,2.85,265.34,6.62,0
2036-08-22,37,14,47229.82,25.49,3.45,260.48,3.6,0
2036-08-23,10,14,47161.7,17.96,4.82,299.02,6.29,1
2036-08-24,43,17,59002.44,33.13,4.17,247.85,11.1,0
2036-08-25,15,2,42162.66,13.68,3.16,216.58,11.04,0
2036-08-26,38,8,80163.88,30.69,3.64,229.45,3.22,0
2036-08-27,15,5,35949.42,5.56,3.22,237.52,3.27,0
2036-08-28,5,7,52208.91,37.21,2.34,231.64,8.35,0
2036-08-29,29,16,38786.41,16.74,3.0,203.04,4.84,0
2036-08-30,19,16,41919.99,9.24,4.58,207.37,11.09,0
2036-08-31,10,17,45808.1,31.57,3.38,200.49,7.35,0
2036-09-01,12,7,53057.2,37.92,3.75,267.91,5.93,0
2036-09-02,4,8,62043.53,36.72,2.54,266.45,11.58,0
2036-09-03,31,8,43015.3,9.52,3.07,206.81,5.86,1
2036-09-04,18,11,27547.62,26.88,4.79,231.52,5.89,0
2036-09-05,16,15,70544.55,21.87,2.94,228.3,4.2,0
2036-09-06,40,18,35342.87,29.0,2.75,245.36,5.0,0
2036-09-07,36,6,46302.64,19.48,2.17,235.87,9.84,0
2036-09-08,25,12,50827.16,18.79,2.29,282.05,9.84,1
2036-09-09,23,15,48467.02,35.31,3.75,288.27,6.48,0
2036-09-10,12,6,28821.1,34.85,3.98,220.6,6.14,0
2036-09-11,34,18,62930.78,31.5,3.92,212.1,6.77,0
2036-09-12,36,9,7726.15,28.2,3.62,283.93,5.71,0
2036-09-13,37,8,64696.85,27.13,3.47,250.15,8.47,0
2036-09-14,3,14,67345.53,2.25,2.22,232.44,10.53,0
2036-09-15,9,19,63548.01,29.98,4.52,205.14,3.08,0
2036-09-16,18,19,45436.42,25.52,3.54,260.61,11.42,0
2036-09-17,43,8,51941.13,12.1,2.4,220.77,4.06,0
2036-09-18,35,2,39960.91,32.8,2.41,203.77,11.1,0
2036-09-19,34,4,51030.05,33.3,3.54,244.48,5.1,0
2036-09-20,41,6,59437.35,37.29,2.73,259.71,11.25,0
2036-09-21,14,3,33574.41,16.73,4.77,217.14,10.09,0
2036-09-22,4,3,47985.68,22.05,3.5,265.15,5.42,0
2036-09-23,29,19,42842.02,36.24,4.94,218.89,3.25,0
2036-09-24,41,11,67593.01,12.67,4.2,202.07,9.44,1
2036-09-25,45,10,35884.2,31.87,4.43,214.89,10.4,0
2036-09-26,15,12,59392.36,39.68,3.17,258.7,9.12,0
2036-09-27,28,14,49208.55,26.08,2.4,263.53,6.43,0
2036-09-28,42,18,48136.08,39.35,4.07,286.48,4.15,0
2036-09-29,16,9,59841.19,20.63,3.22,206.24,6.12,0
2036-09-30,12,15,44240.19,6.12,4.85,295.3,5.42,0
2036-10-01,5,3,51549.06,7.02,2.58,252.19,9.51,0
2036-10-02,34,11,66666.56,29.25,3.88,224.56,4.43,0
2036-10-03,42,10,38345.44,0.04,4.6,236.54,10.38,0
2036-10-04,1,18,54064.64,26.48,3.21,205.57,8.51,0
2036-10-05,39,4,63220.23,6.05,4.86,211.01,7.34,0
2036-10-06,32,13,57004.07,39.37,2.23,288.24,6.24,0
2036-10-07,26,6,69217.75,6.53,3.76,210.59,7.57,0
2036-10-08,17,13,48202.37,22.1,4.33,205.58,7.86,0
2036-10-09,48,5,60071.46,26.78,2.61,259.83,5.13,0
2036-10-10,27,14,66540.72,32.78,2.17,238.27,11.9,0
2036-10-11,24,13,24626.21,18.37,2.24,240.59,11.19,0
2036-10-12,35,14,43898.31,37.35,2.96,212.03,6.52,0
2036-10-13,46,8,55686.02,19.21,2.67,204.42,5.29,0
2036-10-14,42,16,63808.96,10.08,2.67,286.57,5.76,0
2036-10-15,39,13,53653.11,23.72,3.38,238.95,11.82,0
2036-10-16,26,15,70949.65,26.32,2.25,211.01,6.66,0
2036-10-17,49,19,41987.43,20.3,4.99,220.03,11.21,0
2036-10-18,38,1,31476.84,29.33,4.09,210.29,3.53,0
2036-10-19,23,2,61920.31,16.83,2.09,247.81,9.99,0
2036-10-20,22,18,48305.02,0.17,4.08,280.35,9.86,0
2036-10-21,4,19,37433.2,10.58,4.38,239.35,8.86,0
2036-10-22,49,8,75626.27,37.84,2.57,261.99,4.09,0
2036-10-23,9,3,61203.25,30.53,4.52,267.54,11.83,0
2036-10-24,4,14,59767.22,7.58,3.84,271.21,4.92,0
2036-10-25,7,9,73899.15,2.67,4.46,260.55,9.39,1
2036-10-26,23,8,44193.69,14.03,4.15,255.41,9.76,0
2036-10-27,2,17,71201.73,33.45,4.11,247.84,9.84,0
2036-10-28,49,16,56277.66,4.24,2.47,247.36,10.43,0
2036-10-29,24,10,41155.3,21.73,2.95,233.29,11.9,0
2036-10-30,40,10,49895.12,11.0,3.57,250.45,3.86,0
2036-10-31,31,6,52798.77,29.05,2.34,247.91,7.25,0
2036-11-01,47,17,66690.74,0.02,3.44,231.94,11.77,0
2036-11-02,31,16,29749.83,11.09,3.34,230.11,10.94,0
2036-11-03,47,15,23772.97,27.17,2.7,244.61,11.92,1
2036-11-04,40,14,38186.58,21.87,2.6,280.3,8.24,0
2036-11-05,48,4,48983.97,31.15,2.74,224.77,9.06,0
2036-11-06,43,4,60716.49,6.31,3.82,284.54,5.37,0
2036-11-07,34,2,43132.5,21.24,3.24,272.4,7.12,0
2036-11-08,24,11,56257.17,7.83,3.24,226.19,3.19,0
2036-11-09,49,4,74047.07,25.57,2.55,201.38,9.48,0
2036-11-10,26,16,24510.96,5.25,4.36,207.68,11.33,0
2036-11-11,16,4,47959.41,5.95,4.1,288.29,4.01,0
2036-11-12,47,1,86291.99,13.13,3.29,280.69,7.09,0
2036-11-13,13,19,39339.21,16.08,2.43,237.96,8.61,0
2036-11-14,15,2,37746.7,19.94,4.14,206.17,8.69,0
2036-11-15,27,9,57815.93,23.23,4.7,281.11,5.76,0
2036-11-16,4,13,42053.57,18.75,2.53,225.52,3.18,0
2036-11-17,16,18,66136.77,1.83,3.81,295.31,10.99,0
2036-11-18,30,16,87126.27,13.74,3.27,252.29,3.83,0
2036-11-19,44,16,51121.0,2.46,2.26,271.52,4.6,0
2036-11-20,30,10,91065.51,4.72,4.18,246.18,11.67,0
2036-11-21,36,9,43205.95,3.71,2.21,202.77,7.5,0
2036-11-22,3,11,47485.54,6.32,4.11,206.32,10.87,0
2036-11-23,22,4,35602.24,32.52,2.84,297.6,11.07,0
2036-11-24,49,10,43248.15,25.1,3.7,241.22,11.9,1
2036-11-25,22,3,46419.46,20.27,2.48,218.32,3.37,0
2036-11-26,49,6,56209.8,29.29,3.11,272.03,3.48,0
2036-11-27,12,3,31308.94,38.45,2.31,288.22,4.72,0
2036-11-28,21,9,42236.87,16.71,3.4,226.7,8.91,0
2036-11-29,4,3,42617.13,14.7,2.64,257.11,5.36,0
2036-11-30,31,18,63403.17,39.11,2.56,224.54,7.46,0
2036-12-01,44,8,51749.67,30.85,2.32,282.26,10.08,0
2036-12-02,31,8,51752.36,31.08,4.3,208.68,4.67,0
2036-12-03,23,15,51248.85,24.0,3.92,237.25,5.57,0
2036-12-04,20,13,23830.77,20.28,2.47,237.99,9.55,0
2036-12-05,15,7,74109.22,22.02,3.42,263.69,3.07,0
2036-12-06,23,19,36125.92,26.08,3.98,217.82,9.82,0
2036-12-07,28,8,63351.14,15.07,4.63,247.5,9.09,0
2036-12-08,16,10,46622.42,31.29,2.18,255.2,4.17,0
2036-12-09,37,17,40828.23,36.37,3.09,289.09,5.19,0
2036-12-10,21,1,65655.55,22.85,3.85,252.67,3.14,0
2036-12-11,15,13,32094.8,15.26,2.05,213.19,8.23,0
2036-12-12,17,13,33363.9,27.82,2.73,210.13,6.57,0
2036-12-13,37,16,52362.14,7.29,4.23,292.41,6.81,0
2036-12-14,13,9,52808.71,38.74,3.07,297.97,3.93,0
2036-12-15,19,10,62292.51,26.32,2.25,216.7,6.17,0
2036-12-16,30,6,60748.38,2.7,3.88,275.14,11.27,0
2036-12-17,45,5,48959.67,21.19,2.75,225.07,3.58,0
2036-12-18,18,2,51567.0,30.01,4.1,283.29,11.77,0
2036-12-19,14,11,47820.99,11.11,4.7,209.66,10.63,0
2036-12-20,36,9,71267.63,2.04,3.58,243.71,4.83,0
2036-12-21,36,6,35269.22,19.57,3.8,259.61,9.35,0
2036-12-22,20,8,50474.69,33.34,3.54,285.25,3.82,0
2036-12-23,19,9,61542.87,10.06,4.45,285.67,4.44,0
2036-12-24,45,9,66649.55,28.68,2.73,218.43,7.39,0
2036-12-25,44,8,39984.01,16.31,3.2,296.71,6.6,0
2036-12-26,7,12,35442.11,2.39,4.69,263.86,10.34,0
2036-12-27,44,8,31378.35,12.16,4.17,265.88,11.45,0
2036-12-28,4,3,44855.67,12.56,2.96,288.9,11.49,0
2036-12-29,34,13,53812.71,36.19,4.5,232.03,4.32,0
2036-12-30,2,19,42917.29,39.27,2.72,241.52,9.18,0
2036-12-31,5,2,60488.03,8.39,3.9,298.5,8.14,0
2037-01-01,10,17,49016.64,17.22,4.87,201.65,6.33,0
2037-01-02,32,16,59142.54,39.07,3.72,286.72,11.95,0
2037-01-03,42,4,52207.67,16.29,4.4,284.25,7.1,0
2037-01-04,41,18,24721.15,13.97,4.21,226.24,8.99,0
2037-01-05,13,14,32752.3,4.4,4.6,282.17,7.53,0
2037-01-06,39,2,67356.7,30.13,4.91,233.02,3.93,0
2037-01-07,5,13,35945.81,17.88,2.07,262.9,4.27,0
2037-01-08,10,17,62779.13,25.55,2.08,244.69,9.75,1
2037-01-09,10,15,51893.66,20.39,3.78,210.13,10.22,0
2037-01-10,38,5,35231.77,6.98,4.86,289.54,6.27,0
2037-01-11,27,7,61244.68,7.05,3.46,254.53,3.6,0
2037-01-12,21,18,42834.88,37.59,4.52,248.18,11.61,0
2037-01-13,8,11,52273.43,35.58,4.3,287.95,7.47,0
2037-01-14,1,18,46852.18,24.43,3.49,232.8,4.21,1
2037-01-15,28,5,9437.05,0.05,3.54,257.03,4.79,0
2037-01-16,49,13,60106.3,17.33,3.31,288.23,3.41,0
2037-01-17,39,18,61507.72,21.22,2.76,234.29,9.39,0
2037-01-18,14,2,42588.95,17.98,4.58,279.35,9.34,0
2037-01-19,21,4,59635.4,37.02,2.63,251.44,8.42,0
2037-01-20,30,13,36923.71,1.63,4.72,215.78,7.92,0
2037-01-21,21,16,37229.58,26.2,3.08,204.06,6.43,1
2037-01-22,49,6,53594.18,12.55,2.08,272.67,11.56,0
2037-01-23,9,8,39557.85,22.38,2.51,226.19,10.2,0
2037-01-24,17,16,48062.32,26.24,4.66,281.57,11.17,0
2037-01-25,5,13,35914.81,17.63,2.39,218.89,5.8,0
2037-01-26,31,4,30731.3,5.93,4.22,256.79,11.8,1
2037-01-27,40,2,53115.66,20.76,2.55,209.35,4.49,0
2037-01-28,38,9,53255.67,37.32,3.5,273.58,3.51,0
2037-01-29,43,18,50288.08,21.44,2.62,276.57,5.88,0
2037-01-30,19,17,45640.73,4.92,3.0,291.65,4.81,0
2037-01-31,36,8,39446.12,32.97,2.37,256.14,7.66,0
2037-02-01,33,15,33782.25,8.87,3.67,210.64,6.15,0
2037-02-02,13,9,33194.02,14.81,3.1,282.78,4.55,1
2037-02-03,14,17,40941.86,17.15,3.1,231.39,10.6,0
2037-02-04,33,2,65319.24,13.59,2.12,289.96,7.57,1
2037-02-05,29,6,53465.02,16.18,2.41,297.78,3.99,0
2037-02-06,43,5,55403.76,31.82,4.12,213.25,3.68,1
2037-02-07,49,17,31164.35,8.93,2.88,208.3,6.45,0
2037-02-08,36,2,52785.73,18.82,3.33,289.76,11.17,0
2037-02-09,44,18,55056.01,0.8,4.29,289.89,7.57,0
2037-02-10,10,10,73787.96,20.31,3.33,258.52,4.25,0
2037-02-11,31,10,49718.27,4.47,2.68,288.81,5.22,0
2037-02-12,6,6,44093.17,11.29,3.65,293.05,3.45,0
2037-02-13,1,12,38504.08,12.99,4.4,255.54,10.49,0
2037-02-14,7,17,50896.17,3.29,3.8,268.65,11.51,0
2037-02-15,27,13,47076.5,14.42,3.26,261.36,3.7,0
2037-02-16,21,16,66836.8,19.92,2.38,217.46,4.56,0
2037-02-17,28,10,63529.96,17.24,2.75,243.62,4.54,0
2037-02-18,16,2,35073.84,11.22,4.84,268.14,10.23,1
2037-02-19,46,2,49667.12,11.79,4.32,261.03,10.55,0
2037-02-20,23,7,86712.2,25.34,2.26,221.51,6.77,0
2037-02-21,20,6,28013.03,28.74,2.02,290.98,11.72,0
2037-02-22,38,1,47198.54,23.06,2.53,278.41,5.34,0
2037-02-23,25,12,61287.49,39.05,4.83,206.85,7.73,0
2037-02-24,28,13,46436.03,37.79,3.74,234.41,11.97,0
2037-02-25,5,12,45169.71,3.94,4.52,299.55,10.44,0
2037-02-26,21,19,42955.96,10.45,3.4,238.98,7.38,0
2037-02-27,18,9,34041.86,34.74,4.48,266.34,3.98,0
2037-02-28,47,10,47464.24,1.19,2.1,210.07,11.14,0
2037-03-01,6,17,65390.37,23.69,3.28,231.09,7.88,0
2037-03-02,29,18,30922.53,38.18,3.13,288.21,5.78,0
2037-03-03,19,8,54000.47,27.15,4.94,251.05,7.06,0
2037-03-04,33,7,66184.95,3.68,2.9,282.51,5.8,0
2037-03-05,1,9,49690.2,29.91,3.25,200.77,7.96,0
2037-03-06,45,10,43681.55,15.06,4.28,266.61,5.46,1
2037-03-07,3,12,60115.03,36.86,4.64,229.99,7.01,0
2037-03-08,42,15,36495.81,11.45,4.64,286.08,6.84,0
2037-03-09,21,15,56328.49,18.93,3.18,294.4,8.54,0
2037-03-10,35,4,47501.94,29.86,4.85,268.76,3.13,0
2037-03-11,41,4,50939.64,10.3,3.96,214.61,8.39,0
2037-03-12,40,1,75147.99,7.27,4.55,246.81,8.34,0
2037-03-13,3,12,67342.81,0.11,4.78,246.45,6.53,0
2037-03-14,25,2,72223.02,19.52,2.7,283.03,5.22,0
2037-03-15,45,15,37730.65,37.14,3.5,246.06,10.55,0
2037-03-16,38,17,34673.84,11.26,3.76,233.26,6.1,0
2037-03-17,45,7,57001.14,1.74,4.41,261.14,5.81,0
2037-03-18,20,6,54860.35,24.82,3.2,264.71,7.17,0
2037-03-19,44,12,20353.1,2.25,2.63,280.99,5.5,0
2037-03-20,45,19,55064.48,20.28,4.23,290.04,10.48,0
2037-03-21,34,1,80709.69,15.26,3.78,289.0,8.08,0
2037-03-22,21,14,78455.8,19.02,4.69,262.67,9.79,0
2037-03-23,48,4,39504.53,6.51,3.97,252.43,9.71,0
2037-03-24,23,5,60665.45,3.61,2.05,280.12,10.09,0
2037-03-25,6,1,36664.55,29.96,4.9,230.68,10.82,0
2037-03-26,13,1,48561.51,9.83,3.78,275.79,11.28,1
2037-03-27,49,6,37696.51,32.02,3.79,250.61,6.45,0
2037-03-28,23,5,32464.76,30.34,4.73,212.37,6.99,0
2037-03-29,9,2,63249.37,7.94,3.99,275.29,3.45,0
2037-03-30,17,5,54297.41,36.33,3.44,264.85,11.33,0
2037-03-31,2,9,56661.67,6.45,2.32,208.24,8.28,0
2037-04-01,19,19,59495.51,31.89,4.89,245.04,9.41,0
2037-04-02,19,15,52958.77,16.82,2.24,248.65,6.92,1
2037-04-03,7,13,34435.62,7.32,2.51,265.35,7.26,0
2037-04-04,42,12,53155.87,37.52,4.46,267.85,7.89,0
2037-04-05,42,5,46731.97,38.53,3.47,219.05,10.16,0
2037-04-06,20,2,47128.95,20.45,2.53,203.37,8.52,0
2037-04-07,9,4,35845.33,18.77,2.86,279.41,10.3,0
2037-04-08,17,18,27406.92,36.03,4.98,298.16,4.95,0
2037-04-09,27,10,41491.47,23.85,3.75,294.07,4.85,0
2037-04-10,47,13,58180.39,10.64,3.2,250.08,4.86,0
2037-04-11,2,12,48958.95,17.01,4.63,252.89,3.04,1
2037-04-12,36,2,76747.57,33.44,3.44,293.06,4.61,0
2037-04-13,19,15,49017.14,34.38,2.92,254.41,4.07,0
2037-04-14,17,14,52923.69,37.57,2.49,227.77,7.08,1
2037-04-15,5,10,50249.31,11.53,4.23,267.76,4.15,0
2037-04-16,39,8,34060.29,27.2,3.79,247.72,6.74,0
2037-04-17,18,15,49678.09,2.74,2.28,278.5,12.0,0
2037-04-18,7,13,33974.86,29.04,3.77,278.33,7.53,0
2037-04-19,17,8,48972.68,22.53,2.48,293.6,11.32,0
2037-04-20,39,14,23600.97,9.99,4.95,213.78,9.32,0
2037-04-21,36,1,48958.06,26.19,2.78,252.13,11.05,0
2037-04-22,40,13,52220.72,5.41,4.09,278.59,8.63,0
2037-04-23,45,8,53301.79,13.35,3.97,243.48,10.29,0
2037-04-24,4,18,28481.89,16.04,4.07,262.69,5.73,0
2037-04-25,38,9,57210.78,31.09,3.29,281.7,6.35,1
2037-04-26,25,13,59885.27,12.35,2.22,247.34,11.64,1
2037-04-27,5,3,35627.5,1.96,4.94,240.83,5.41,0
2037-04-28,30,18,64780.46,7.23,2.57,218.06,6.79,0
2037-04-29,12,10,52830.41,24.32,4.31,282.45,8.86,0
2037-04-30,4,5,49096.74,0.61,2.41,279.58,6.53,0
2037-05-01,24,6,58517.93,31.69,2.84,274.32,3.19,0
2037-05-02,29,8,74321.86,36.04,3.68,239.33,10.13,1
2037-05-03,9,7,47888.17,19.82,3.24,258.32,6.02,0
2037-05-04,4,18,42590.03,28.31,4.87,212.4,5.05,0
2037-05-05,24,14,81209.61,18.51,4.54,231.95,7.55,0
2037-05-06,14,15,47406.32,12.35,4.77,243.55,3.08,0
2037-05-07,5,10,55499.8,6.59,3.92,204.35,10.78,0
2037-05-08,18,12,47399.88,20.73,2.66,210.36,5.35,0
2037-05-09,42,7,25894.14,37.2,3.56,282.97,11.3,0
2037-05-10,19,7,45387.14,35.6,4.3,297.12,9.1,0
2037-05-11,12,11,66667.64,36.79,2.19,232.2,7.94,0
2037-05-12,18,13,37852.77,38.66,4.59,210.67,10.26,0
2037-05-13,17,15,69774.44,6.61,3.89,293.54,11.94,0
2037-05-14,30,18,61454.65,5.86,4.17,291.43,5.26,0
2037-05-15,24,7,34935.9,17.11,4.08,265.47,6.2,1
2037-05-16,11,6,31933.82,27.57,4.54,233.86,7.36,0
2037-05-17,35,11,31517.08,17.59,2.26,211.26,7.86,1
